ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1284,30,6,541.952,201001,4,28.7912,1,990.756,0,0,0,0,0
1285,65,40,1083.904,784001,1,21.17,1,1371.816,0,0,0,1,0
1286,38,13,956.884,495223,4,14.3956,2,0,1,0,0,0,1
1287,29,3,423.4,173001,3,9.3148,2,0,0,0,0,0,1
1288,42,18,457.272,495001,4,18.6296,2,0,0,0,0,0,0
1289,63,38,1092.372,607001,1,7.6212,1,3099.288,0,0,0,1,0
1290,46,21,694.376,152101,4,3.3872,1,0,0,0,0,0,0
1291,62,38,846.8,791104,4,14.3956,2,0,0,0,0,1,0
1292,58,34,372.592,785001,4,18.6296,1,0,0,1,0,0,0
1293,56,30,1388.752,737135,4,4.234,2,1981.512,1,0,1,1,1
1294,56,31,685.908,176215,2,31.3316,1,1024.628,0,0,0,1,1
1295,34,10,601.228,533101,1,0.8468,1,2176.276,0,0,0,1,1
1296,42,17,237.104,395003,1,4.234,3,762.12,0,0,0,0,0
1297,30,6,677.44,842001,3,12.702,1,1854.492,0,0,0,1,0
1298,61,35,762.12,248001,4,16.0892,2,0,0,0,0,1,0
1299,38,14,626.632,831001,1,30.4848,2,0,0,0,0,1,1
1300,50,25,118.552,148001,2,5.9276,3,0,0,1,0,1,0
1301,61,36,194.764,273001,2,4.234,2,872.204,0,0,0,1,0
1302,41,17,1295.604,380001,1,14.3956,1,2853.716,0,0,0,0,1
1303,42,16,321.784,751001,3,7.6212,3,0,0,0,0,0,0
1304,29,5,948.416,452001,2,16.936,2,3234.776,0,1,0,0,0
1305,51,26,1227.86,495223,1,68.5908,1,3361.796,0,0,0,0,1
1306,32,6,237.104,799203,2,2.5404,2,745.184,0,0,0,1,0
1307,34,9,262.508,194101,4,9.3148,3,0,0,0,0,1,1
1308,26,2,1651.26,791120,1,53.60244,1,0,0,0,0,1,1
1309,54,24,423.4,248140,3,16.936,3,0,0,0,0,1,1
1310,38,14,601.228,700001,4,16.936,3,0,0,0,0,0,0
1311,62,36,177.828,363001,3,2.5404,3,0,0,0,0,0,0
1312,37,11,296.38,342001,2,6.7744,3,1058.5,0,0,0,0,0
1313,46,21,355.656,321001,1,20.3232,1,0,0,0,0,1,1
1314,52,27,660.504,190001,4,30.4848,3,1193.988,0,0,0,1,0
1315,32,6,618.164,680001,4,18.6296,2,0,0,0,0,0,0
1316,49,25,448.804,509001,2,8.468,3,1532.708,0,0,0,0,0
1317,28,3,431.868,403721,2,13.5488,3,1041.564,0,0,0,0,0
1318,55,30,338.72,620001,2,19.4764,3,0,0,0,0,1,0
1319,52,26,1507.304,606001,1,8.468,1,0,0,0,0,0,0
1320,32,6,296.38,795114,2,2.5404,1,0,0,0,0,0,1
1321,31,7,1625.856,814112,1,0,2,0,1,0,0,1,0
1322,27,3,1041.564,753001,1,45.7272,1,0,0,0,0,0,0
1323,32,5,406.464,791113,2,14.14156,2,0,0,1,1,1,1
1324,52,26,381.06,201001,3,5.0808,2,0,0,0,0,0,0
1325,52,28,127.02,721301,1,1.6936,1,0,0,0,0,1,0
1326,50,24,668.972,521001,1,2.5404,1,1016.16,0,0,0,1,0
1327,32,5,533.484,713101,4,16.936,2,0,0,1,0,1,0
1328,61,35,254.04,759001,2,1.6936,3,0,0,0,0,1,0
1329,60,36,1227.86,695001,4,58.4292,1,3217.84,1,0,0,0,1
1330,28,4,270.976,442001,3,8.468,2,0,0,0,0,0,0
1331,34,9,541.952,518001,2,0.8468,1,1896.832,0,0,0,1,1
1332,31,7,711.312,403601,1,0.8468,1,0,0,0,0,1,0
1333,31,5,177.828,452001,1,3.3872,2,0,0,0,0,1,0
1334,62,38,838.332,781001,4,14.3956,2,0,0,0,0,1,0
1335,47,22,296.38,395003,2,11.0084,1,0,0,0,0,1,0
1336,50,24,1524.24,226001,1,14.3956,1,0,0,0,0,1,1
1337,36,12,355.656,250001,1,11.26244,1,0,0,0,0,1,0
1338,26,0,1515.772,457001,4,17.7828,2,0,1,0,0,0,0
1339,51,27,355.656,110001,4,0.8468,3,0,0,0,0,0,0
1340,52,25,1524.24,462001,2,76.212,2,2514.996,1,0,0,1,0
1341,35,11,694.376,125001,4,28.7912,1,0,0,0,0,0,0
1342,42,16,465.74,176215,2,5.9276,1,1261.732,0,0,0,0,0
1343,36,12,668.972,194302,2,18.6296,1,0,0,0,0,1,0
1344,41,17,406.464,313001,2,5.0808,3,1820.62,0,0,0,0,1
1345,49,25,787.524,842001,1,22.8636,1,0,0,1,0,1,0
1346,57,32,194.764,575001,2,1.6936,3,0,0,0,0,0,0
1347,44,20,423.4,273001,3,19.73044,1,1693.6,0,0,0,0,0
1348,60,34,719.78,313001,2,16.936,1,0,0,0,0,1,0
1349,38,14,296.38,273001,1,12.702,2,821.396,0,0,0,1,0
1350,26,2,1448.028,134003,3,50.808,2,0,1,0,0,1,0
1351,29,2,245.572,851101,4,12.702,2,0,0,0,0,0,1
1352,59,35,711.312,822101,1,15.2424,3,0,0,0,0,1,1
1353,51,27,169.36,831001,4,4.234,2,0,0,0,0,1,0
1354,50,25,118.552,141001,1,3.3872,3,0,0,0,0,1,1
1355,35,10,1515.772,737103,1,72.8248,1,3023.076,0,0,0,0,0
1356,61,37,406.464,400001,1,6.7744,1,1337.944,0,0,0,1,0
1357,42,16,626.632,160001,1,23.7104,1,0,0,0,0,1,0
1358,55,29,448.804,795133,1,11.8552,1,0,0,0,0,0,0
1359,50,25,702.844,503001,1,23.7104,2,0,0,0,0,1,1
1360,64,40,1448.028,495001,2,17.7828,1,3666.644,0,0,0,0,0
1361,54,28,719.78,176001,4,41.4932,1,0,0,0,0,1,0
1362,50,26,321.784,516001,4,7.6212,2,0,0,0,0,1,0
1363,31,5,719.78,262701,3,13.5488,1,1329.476,0,0,0,1,1
1364,32,8,668.972,380001,1,0.8468,1,0,0,0,0,0,0
1365,44,19,584.292,442001,4,3.3872,1,0,0,0,0,0,0
1366,60,35,364.124,744104,3,7.6212,3,0,0,0,0,1,1
1367,60,34,279.444,691001,2,2.5404,1,855.268,0,0,0,1,0
1368,62,38,355.656,826001,3,0.8468,3,1261.732,0,0,0,0,1
1369,46,21,338.72,737101,4,16.0892,3,1033.096,0,0,0,1,0
1370,57,33,364.124,600001,1,15.2424,3,0,0,0,0,0,0
1371,30,5,169.36,362001,4,4.234,3,990.756,0,0,0,0,0
1372,58,32,550.42,842001,3,21.17,1,1879.896,0,0,0,1,0
1373,39,13,1177.052,470001,3,28.7912,1,4090.044,1,0,0,1,0
1374,60,35,1143.18,507101,3,2.5404,3,0,1,0,0,1,0
1375,59,34,711.312,515001,3,13.5488,3,0,0,0,0,1,0
1376,50,26,1515.772,605001,1,24.5572,3,0,1,0,0,0,1
1377,63,39,381.06,624001,4,11.0084,2,728.248,0,0,0,0,0
1378,27,3,923.012,509001,2,21.17,1,0,0,0,0,1,0
1379,54,29,287.912,734001,4,0.8468,3,0,0,0,0,1,0
1380,62,37,1371.816,822101,1,11.0084,1,0,0,0,0,1,0
1381,60,34,889.14,273001,2,11.8552,1,0,0,0,0,1,0
1382,38,12,186.296,246149,3,1.6936,2,0,0,0,0,1,0
1383,34,8,694.376,575001,2,15.2424,1,1507.304,0,0,0,1,1
1384,65,41,889.14,582101,4,14.3956,2,1947.64,0,1,0,1,0
1385,55,31,525.016,495001,1,15.2424,3,0,0,0,0,1,0
1386,57,31,694.376,403601,2,16.936,1,702.844,0,0,0,0,1
1387,27,3,609.696,571401,4,0,1,0,0,0,0,1,0
1388,35,10,321.784,160001,4,14.3956,1,0,0,0,0,1,1
1389,52,28,211.7,580001,4,8.468,1,0,0,0,0,0,0
1390,45,15,169.36,364001,1,6.351,3,0,0,0,0,1,0
1391,29,3,677.44,143001,4,15.2424,2,0,0,0,0,1,1
1392,44,18,711.312,641001,3,9.3148,1,0,0,0,0,0,0
1393,47,23,279.444,194101,1,8.468,1,0,0,0,0,1,1
1394,62,37,465.74,821115,3,7.6212,3,0,0,0,0,1,0
1395,52,27,279.444,673001,2,5.9276,2,0,0,0,0,0,1
1396,47,23,1608.92,734001,4,2.5404,3,2582.74,1,0,0,0,0
1397,42,18,364.124,362001,1,2.5404,3,1337.944,0,0,0,0,0
1398,65,41,381.06,799203,3,0.8468,3,0,0,0,0,1,0
1399,42,18,1193.988,331001,1,29.638,1,0,0,0,0,0,0
1400,40,16,584.292,517501,4,20.3232,1,0,0,0,0,1,0
1401,32,8,660.504,509001,4,0.8468,2,0,0,0,0,1,0
1402,40,15,711.312,171001,1,31.3316,3,0,0,0,0,1,0
1403,55,29,1456.496,134003,1,44.0336,2,0,1,0,0,0,0
1404,32,6,431.868,248001,4,1.6936,1,1304.072,0,1,0,0,1
1405,58,28,635.1,796001,1,11.8552,3,0,0,0,0,1,0
1406,46,22,1549.644,226001,1,26.2508,2,0,1,0,1,1,1
1407,53,23,169.36,793001,4,3.3872,3,0,0,0,0,1,1
1408,63,39,855.268,641001,2,33.0252,3,2489.592,1,0,0,1,0
1409,40,14,1092.372,503001,1,49.9612,3,0,1,0,0,1,0
1410,41,17,533.484,176215,2,27.0976,1,0,0,0,0,0,0
1411,60,35,372.592,563101,4,17.7828,1,0,0,0,0,0,0
1412,65,39,1558.112,799120,1,45.7272,3,1490.368,1,0,1,1,1
1413,59,33,846.8,842001,2,16.936,1,1075.436,0,0,0,0,0
1414,48,24,101.616,797112,3,3.3872,1,0,0,0,0,0,0
1415,59,33,575.824,682001,2,19.4764,3,1083.904,0,1,0,1,0
1416,33,8,406.464,641001,1,8.468,1,1795.216,0,0,0,1,0
1417,40,15,694.376,148001,2,3.3872,1,0,0,0,0,0,0
1418,42,18,440.336,175101,2,21.17,1,0,0,0,0,0,0
1419,65,41,1304.072,380001,2,38.9528,2,0,1,1,1,1,1
1420,30,4,330.252,273001,1,12.702,1,0,0,0,0,0,1
1421,30,4,338.72,791104,1,2.5404,1,0,0,0,1,1,1
1422,42,17,457.272,517501,4,16.0892,3,1388.752,0,0,0,0,0
1423,32,8,270.976,682001,2,8.468,2,872.204,0,0,1,1,1
1424,55,30,541.952,834001,2,19.4764,3,0,0,0,0,0,0
1425,29,3,779.056,400001,2,11.0084,1,2430.316,0,0,0,1,0
1426,64,38,338.72,151001,1,21.17,3,795.992,0,0,0,1,1
1427,37,11,508.08,151001,3,4.234,3,0,0,0,0,1,0
1428,31,5,719.78,516001,2,11.0084,1,1007.692,0,0,0,1,1
1429,25,-1,177.828,797001,4,3.3872,1,762.12,0,0,0,1,0
1430,31,5,296.38,737103,1,5.0808,3,1448.028,0,0,0,0,0
1431,32,7,440.336,791111,2,0.8468,1,0,0,0,0,1,0
1432,58,34,1083.904,793120,1,62.6632,1,0,0,0,0,0,0
1433,26,2,1651.26,411001,1,53.60244,1,0,0,0,0,0,0
1434,51,25,575.824,400001,2,12.702,2,990.756,0,0,0,0,1
1435,65,41,465.74,522001,2,9.3148,1,0,0,0,0,0,0
1436,43,17,465.74,403601,1,1.6936,1,0,0,0,0,1,0
1437,46,21,677.44,721301,4,3.3872,1,0,0,0,0,1,1
1438,28,3,1041.564,737135,1,6.7744,1,1236.328,0,0,0,0,0
1439,63,37,762.12,248140,4,16.0892,2,897.608,0,1,0,1,0
1440,59,29,516.548,194302,1,11.8552,3,0,0,0,0,0,0
1441,42,15,347.188,132103,3,21.17,2,0,0,0,0,1,0
1442,58,33,364.124,741001,2,13.5488,3,0,0,0,0,1,0
1443,39,13,601.228,173001,3,0.8468,1,1371.816,0,1,0,1,0
1444,36,12,211.7,795001,4,8.468,1,0,0,0,0,1,0
1445,60,33,1304.072,396230,1,25.404,2,0,1,1,1,1,0
1446,47,21,1193.988,688001,1,20.3232,1,0,0,0,0,0,0
1447,29,4,186.296,462001,2,7.6212,3,931.48,0,0,0,0,0
1448,52,28,1227.86,524001,2,57.5824,1,0,0,0,0,1,0
1449,41,16,414.932,517501,3,4.234,3,0,0,0,0,1,0
1450,63,37,923.012,141001,1,16.936,1,0,0,0,0,1,0
1451,59,34,677.44,605001,3,4.234,1,0,0,0,0,1,1
1452,44,20,694.376,737101,4,11.8552,2,1702.068,0,0,0,1,1
1453,54,28,440.336,814112,4,21.17,1,0,0,0,0,1,0
1454,29,5,719.78,791120,3,21.17,1,0,0,0,0,1,1
1455,51,25,1253.264,175101,1,8.468,1,0,0,0,0,0,0
1456,63,39,1354.88,831001,2,17.7828,1,0,0,0,0,0,1
1457,36,11,330.252,793120,4,14.3956,1,0,0,0,0,1,0
1458,42,16,211.7,141001,2,6.7744,3,0,0,0,0,0,1
1459,51,25,279.444,452001,1,11.8552,3,0,0,0,0,1,1
1460,47,20,321.784,495001,3,21.17,2,0,0,0,0,0,0
1461,40,16,719.78,462001,4,1.6936,3,0,0,0,0,1,1
1462,54,28,406.464,110001,1,1.6936,1,0,0,0,0,1,0
1463,47,21,127.02,737101,4,5.0808,3,652.036,0,0,0,1,0
1464,35,10,795.992,590001,1,0,1,1473.432,0,0,0,1,0
1465,28,4,1016.16,431001,2,5.0808,1,0,0,0,0,1,0
1466,45,19,508.08,440001,1,5.9276,3,1346.412,0,0,0,1,0
1467,33,9,1227.86,522001,2,36.66644,1,2345.636,0,0,0,0,1
1468,62,36,245.572,518001,2,5.9276,3,0,0,0,0,0,0
1469,45,18,660.504,440001,3,22.60956,2,0,0,0,0,1,0
1470,59,35,499.612,380001,4,10.1616,2,0,0,0,0,1,0
1471,58,28,677.44,793120,2,38.106,3,0,0,0,0,0,1
1472,52,26,1524.24,403601,1,8.468,1,0,0,0,0,1,1
1473,34,8,67.744,132103,3,0.8468,2,702.844,0,0,0,1,0
1474,65,35,194.764,362001,1,12.702,3,0,0,0,0,1,0
1475,48,23,668.972,799120,2,32.1784,3,0,0,0,0,1,0
1476,44,19,660.504,171001,2,32.1784,3,2269.424,0,0,0,0,0
1477,61,37,541.952,160001,1,0,2,0,0,0,0,0,1
1478,40,14,541.952,151001,4,1.6936,3,0,0,0,0,1,1
1479,65,39,1354.88,123401,4,32.1784,1,2006.916,1,0,0,1,0
1480,28,4,364.124,457001,1,8.468,3,863.736,0,0,0,0,0
1481,67,42,270.976,744104,1,9.3148,3,0,0,0,0,0,1
1482,35,9,1515.772,273001,2,0,1,643.568,0,1,0,1,0
1483,60,35,67.744,517501,1,0.8468,1,0,0,0,0,1,0
1484,58,32,533.484,736101,1,13.5488,1,0,0,1,0,1,0
1485,55,30,338.72,424001,2,19.4764,3,0,0,1,0,1,0
1486,34,9,838.332,582101,4,18.6296,2,1312.54,0,0,0,1,0
1487,35,9,1193.988,686001,2,38.106,2,0,1,0,0,0,0
1488,28,4,1346.412,201001,1,12.702,1,0,0,0,0,1,1
1489,38,12,330.252,842001,2,2.5404,1,1473.432,0,0,0,1,0
1490,62,38,838.332,403721,4,14.3956,2,0,0,0,0,0,0
1491,30,4,152.424,695001,4,2.5404,2,0,0,0,0,1,1
1492,38,12,321.784,700001,2,2.5404,1,0,0,0,0,1,1
1493,33,8,1126.244,122001,1,0,1,0,0,0,0,1,0
1494,58,34,711.312,516001,2,23.7104,1,0,0,0,0,1,1
1495,59,35,508.08,575001,1,0,2,0,0,0,0,1,1
1496,52,28,1507.304,606001,3,45.7272,3,1244.796,1,0,0,1,0
1497,36,12,152.424,796001,1,4.234,3,0,0,0,0,0,1
1498,45,21,618.164,495001,1,6.7744,3,0,0,0,0,1,0
1499,49,23,1058.5,686001,1,61.8164,1,0,0,0,0,0,0
1500,52,26,770.588,248001,1,36.4124,2,0,1,0,1,1,1
1501,54,28,626.632,786001,2,9.3148,1,0,0,0,0,1,0
1502,30,4,296.38,791120,2,2.5404,2,0,0,1,0,0,1
1503,65,39,956.884,160001,1,16.936,1,0,0,0,0,1,1
1504,34,8,440.336,759001,4,18.6296,2,0,0,0,0,0,0
1505,30,6,1617.388,791111,2,37.2592,2,0,1,0,0,1,0
1506,51,25,152.424,686001,1,2.5404,3,787.524,0,0,0,0,1
1507,52,27,211.7,282001,2,0,1,0,0,0,0,1,1
1508,43,18,423.4,713101,4,16.0892,3,0,0,0,0,0,0
1509,35,10,635.1,793001,4,5.9276,3,0,0,0,0,1,1
1510,56,26,779.056,503001,2,38.106,3,0,0,1,0,0,1
1511,57,32,279.444,781001,2,16.936,2,0,0,0,0,1,0
1512,58,32,550.42,517501,3,18.6296,3,0,0,0,0,0,0
1513,53,28,372.592,395003,3,14.3956,1,0,0,0,0,0,0
1514,45,21,1549.644,396230,2,11.8552,1,2997.672,0,0,0,0,0
1515,44,20,1481.9,560001,2,11.8552,1,0,0,0,0,1,1
1516,54,28,237.104,364001,4,12.702,3,0,0,0,0,1,1
1517,41,17,414.932,518001,4,18.6296,2,0,0,0,0,0,0
1518,52,26,381.06,624001,4,15.2424,1,0,0,0,0,1,0
1519,43,17,541.952,515001,4,25.404,3,1871.428,1,0,0,1,0
1520,63,38,186.296,834001,3,0.8468,3,762.12,0,0,0,1,0
1521,54,30,1016.16,473001,1,62.6632,1,1007.692,0,0,0,1,1
1522,33,8,1481.9,606001,2,56.7356,1,863.736,0,0,0,1,0
1523,25,-1,855.268,302001,4,19.4764,3,2167.808,0,0,0,0,1
1524,41,16,880.672,799120,1,8.468,3,0,0,0,0,1,0
1525,40,16,1312.54,580001,4,0.8468,3,0,1,0,1,1,1
1526,43,18,491.144,799203,1,20.3232,1,0,0,0,0,0,0
1527,36,10,677.44,364001,4,18.6296,2,0,0,0,0,1,0
1528,57,33,381.06,797109,1,15.2424,3,1651.26,0,0,0,0,0
1529,34,9,1134.712,494001,1,38.9528,1,1388.752,0,1,0,1,0
1530,38,14,491.144,781001,4,16.936,3,1295.604,0,1,0,0,0
1531,47,21,169.36,721301,1,1.6936,1,0,0,0,0,1,1
1532,39,13,211.7,127021,4,12.702,3,0,0,0,0,1,0
1533,45,20,465.74,695001,1,2.5404,1,0,0,0,0,1,1
1534,62,37,1312.54,403601,1,11.0084,1,0,0,0,0,0,0
1535,59,34,254.04,413001,1,11.0084,1,0,0,0,0,1,1
1536,61,37,330.252,848101,4,3.3872,1,0,0,0,0,1,1
1537,36,12,618.164,753001,4,16.936,3,1591.984,0,0,0,1,0
1538,58,34,347.188,800001,4,11.0084,1,0,0,0,0,1,0
1539,55,30,287.912,125001,4,0.8468,3,1329.476,0,0,0,1,0
1540,29,5,177.828,413001,3,7.6212,3,1007.692,0,0,0,0,0
1541,34,8,93.148,431001,4,2.5404,1,0,0,1,1,1,1
1542,61,35,1304.072,492001,2,58.4292,1,0,0,0,0,0,0
1543,50,20,160.892,248001,4,3.3872,3,0,0,0,0,0,0
1544,52,26,855.268,582101,2,20.3232,2,0,0,0,0,1,0
1545,39,15,203.232,473001,1,8.468,1,982.288,0,0,0,1,1
1546,55,29,1109.308,160001,2,22.8636,1,0,0,1,0,0,0
1547,33,9,889.14,795133,1,33.872,1,0,0,0,0,1,0
1548,47,21,440.336,516001,1,10.1616,2,1642.792,0,0,0,0,0
1549,57,32,177.828,175101,4,7.6212,2,956.884,0,1,0,0,0
1550,57,31,381.06,533101,3,11.8552,1,1676.664,0,0,0,1,0
1551,40,14,330.252,396230,1,16.936,1,0,0,0,0,1,0
1552,50,25,1625.856,400001,2,23.7104,1,2015.384,0,0,0,0,1
1553,29,5,1651.26,841301,1,36.4124,1,0,0,0,0,0,0
1554,46,22,702.844,516001,3,5.9276,1,0,0,0,0,0,0
1555,42,15,287.912,606001,3,8.468,2,0,0,1,0,1,0
1556,59,33,414.932,575001,4,14.3956,2,880.672,0,0,0,1,0
1557,31,1,508.08,440001,4,33.872,3,2066.192,0,0,0,0,0
1558,51,25,347.188,173001,4,15.2424,1,0,0,0,0,0,0
1559,35,10,609.696,122001,3,19.4764,1,2413.38,0,0,0,0,0
1560,59,35,863.736,246149,4,25.404,2,973.82,1,0,0,1,0
1561,35,10,262.508,518001,3,11.0084,1,0,0,0,0,0,0
1562,46,20,618.164,782001,1,12.702,2,1083.904,0,0,0,1,0
1563,34,9,753.652,831001,1,0,1,0,0,0,0,1,0
1564,55,29,160.892,331001,4,5.9276,3,1024.628,0,1,0,0,1
1565,64,40,533.484,628001,4,10.1616,2,0,0,0,0,1,0
1566,34,9,880.672,815301,3,10.1616,3,0,0,0,0,1,0
1567,61,35,338.72,457001,1,6.7744,2,1083.904,0,0,0,1,0
1568,63,39,779.056,362001,2,0,3,0,0,0,0,1,0
1569,59,33,609.696,791104,2,5.9276,2,1913.768,0,0,0,0,0
1570,51,27,372.592,492001,3,16.0892,2,1193.988,0,0,0,0,0
1571,41,16,965.352,741001,4,29.638,1,0,1,0,0,0,1
1572,37,13,618.164,413001,4,20.3232,1,0,0,0,0,0,0
1573,64,40,533.484,360001,4,10.1616,2,0,0,1,0,0,1
1574,44,20,584.292,600001,1,6.7744,3,1558.112,0,0,1,1,1
1575,62,37,355.656,194302,3,12.702,1,0,0,0,0,1,0
1576,50,26,745.184,273001,1,22.8636,1,0,0,0,0,1,0
1577,43,18,829.864,273001,2,3.3872,1,0,0,0,0,1,0
1578,34,8,550.42,360001,1,25.404,1,1922.236,1,0,0,1,0
1579,38,13,101.616,785621,2,2.5404,2,880.672,0,1,0,1,0
1580,29,5,1033.096,131001,4,25.404,1,0,1,0,0,0,1
1581,39,14,101.616,721301,2,0,3,0,0,0,0,0,0
1582,53,29,203.232,831001,2,1.6936,1,0,0,0,0,0,1
1583,43,19,1439.56,262701,4,35.989,1,2692.824,1,0,1,1,1
1584,61,36,1558.112,403721,4,19.4764,2,2896.056,1,0,1,1,1
1585,46,20,211.7,143001,4,5.0808,3,1058.5,0,0,0,0,0
1586,57,31,1109.308,500001,2,22.8636,1,0,0,0,0,0,0
1587,59,33,423.4,442001,2,19.4764,3,0,0,0,0,0,1
1588,52,28,177.828,152101,2,3.3872,1,0,0,1,0,1,0
1589,29,3,465.74,450001,3,9.3148,2,0,0,0,0,1,0
1590,57,32,1050.032,799001,1,1.6936,2,0,1,0,0,1,0
1591,49,23,491.144,131001,4,22.0168,1,1591.984,0,0,0,0,0
1592,39,13,609.696,682001,2,23.7104,1,0,0,0,0,1,0
1593,56,31,1625.856,533101,1,59.276,3,0,1,0,1,1,0
1594,63,38,702.844,171001,3,15.2424,2,0,0,0,0,1,0
1595,37,12,787.524,680001,1,23.7104,1,0,0,1,0,1,0
1596,56,26,321.784,302001,3,8.468,3,931.48,0,1,0,1,0
1597,45,20,465.74,841301,4,16.0892,3,1388.752,0,1,0,0,0
1598,66,41,93.148,380001,3,0.8468,3,0,0,1,0,0,1
1599,40,15,719.78,335001,2,3.3872,1,0,0,1,0,0,0
1600,50,24,1050.032,395003,1,41.4932,1,2252.488,0,0,0,1,0
1601,60,36,1092.372,491001,2,50.808,1,0,0,0,0,1,0
1602,31,7,1524.24,503001,1,36.4124,1,0,0,0,0,0,0
1603,40,14,626.632,590001,4,11.8552,2,0,0,0,0,1,0
1604,36,6,1168.584,122001,1,59.276,3,728.248,1,0,0,1,0
1605,55,29,939.948,797112,2,30.4848,3,0,1,0,0,0,1
1606,54,28,702.844,492001,3,6.7744,1,0,0,0,0,1,0
1607,35,10,279.444,796321,4,14.3956,1,736.716,0,0,0,1,0
1608,55,29,177.828,822101,4,5.9276,3,0,0,0,0,0,0
1609,36,10,296.38,797001,2,2.5404,1,829.864,0,0,0,1,0
1610,66,41,889.14,143001,1,6.7744,3,0,0,1,1,1,1
1611,38,14,872.204,363001,1,6.7744,2,0,0,0,0,0,1
1612,58,32,635.1,854105,2,19.4764,3,0,0,0,0,0,0
1613,41,17,279.444,403721,1,5.9276,1,880.672,0,0,0,0,0
1614,60,34,440.336,822101,4,14.3956,2,0,0,1,0,1,0
1615,47,23,753.652,171001,1,22.0168,2,0,0,1,1,1,1
1616,62,36,533.484,686001,1,21.17,3,0,0,0,0,0,0
1617,48,23,711.312,152101,4,26.2508,2,0,1,1,1,1,0
1618,61,36,372.592,250001,4,17.7828,1,0,0,0,0,0,0
1619,29,3,245.572,796470,3,8.468,1,0,0,0,0,1,1
1620,45,21,245.572,848101,1,2.5404,3,0,0,0,0,1,0
1621,39,14,186.296,134003,2,2.5404,2,0,0,0,0,1,0
1622,31,6,448.804,826001,4,18.6296,1,965.352,0,0,0,1,0
1623,39,14,203.232,363001,2,2.5404,2,0,0,0,0,1,0
1624,63,38,1295.604,799001,1,11.0084,1,3852.94,0,0,0,0,0
1625,28,2,262.508,815301,2,2.5404,2,0,0,1,0,1,0
1626,56,30,177.828,473001,2,5.9276,2,0,0,0,0,1,0
1627,31,6,1524.24,190001,2,56.7356,1,0,0,0,0,0,0
1628,46,20,694.376,424001,3,5.9276,2,0,0,0,0,1,1
1629,42,18,762.12,321001,4,6.7744,1,2074.66,0,1,0,0,0
1630,53,29,1304.072,132103,4,62.6632,3,0,1,0,0,0,0
1631,41,17,838.332,442001,2,15.2424,2,0,0,0,0,1,1
1632,61,36,1295.604,691001,1,22.0168,2,0,1,1,1,0,1
1633,31,5,787.524,795114,2,26.2508,2,0,1,0,0,1,0
1634,62,38,448.804,814112,1,0,2,0,0,0,0,0,0
1635,59,34,152.424,506001,3,11.0084,2,880.672,0,0,1,1,1
1636,49,24,592.76,424001,1,24.5572,1,0,0,0,0,0,0
1637,65,39,846.8,500001,4,14.3956,3,0,0,0,0,0,1
1638,30,6,1634.324,721301,3,53.3484,3,0,1,0,0,1,0
1639,32,7,1058.5,524001,1,0,1,0,0,0,0,1,1
1640,56,31,575.824,424001,2,0,3,0,0,1,0,1,0
1641,36,10,465.74,134003,1,16.936,1,804.46,0,0,0,1,0
1642,58,34,1287.136,800001,4,30.4848,3,0,1,0,0,0,0
1643,27,3,711.312,620001,3,12.702,1,0,0,0,0,1,1
1644,41,16,110.084,151001,2,0,3,0,0,0,0,1,0
1645,59,35,279.444,403601,4,3.3872,1,1109.308,0,0,0,0,1
1646,56,32,753.652,737101,4,8.468,2,762.12,0,1,0,1,0
1647,52,26,787.524,209625,1,20.3232,1,0,0,0,0,1,0
1648,35,5,575.824,786001,4,15.2424,3,0,0,0,0,0,0
1649,47,21,719.78,440001,2,14.3956,2,0,0,0,0,0,1
1650,29,4,618.164,793001,1,6.7744,2,0,0,0,0,1,0
1651,31,6,702.844,395003,4,18.6296,2,897.608,0,0,0,1,0
1652,62,36,1337.944,127021,2,53.3484,3,0,1,0,0,1,0
1653,48,18,1541.176,194101,4,50.808,3,0,1,0,0,1,0
1654,26,1,203.232,814112,2,7.6212,3,1041.564,0,0,0,0,1
1655,60,34,863.736,403802,2,16.936,1,0,0,0,0,1,1
1656,35,11,448.804,686001,3,23.7104,1,0,0,0,0,0,0
1657,40,15,1481.9,624001,2,27.9444,1,0,0,0,0,1,0
1658,31,5,237.104,122001,3,8.468,1,0,0,0,0,1,0
1659,50,25,118.552,791111,4,6.7744,1,0,0,0,0,1,0
1660,33,7,1177.052,791113,1,33.872,3,897.608,1,0,1,1,1
1661,37,11,287.912,530017,3,7.6212,1,0,0,0,0,1,0
1662,38,14,541.952,506001,1,12.702,3,0,0,0,0,0,1
1663,63,38,711.312,769001,4,0.8468,2,0,0,0,0,0,0
1664,57,32,355.656,530017,3,4.234,2,0,0,1,0,1,0
1665,61,35,533.484,814112,1,13.5488,1,0,0,0,0,1,0
1666,37,12,846.8,680001,3,10.1616,3,2887.588,0,0,0,1,1
1667,51,25,1608.92,782001,2,35.5656,2,0,1,0,0,1,0
1668,44,20,186.296,248001,1,8.468,1,770.588,0,0,0,0,0
1669,63,37,169.36,364001,1,6.7744,2,0,0,1,0,0,1
1670,43,18,177.828,848101,2,11.8552,2,0,0,0,0,1,1
1671,38,14,211.7,403601,4,3.3872,2,855.268,0,0,0,1,0
1672,34,9,169.36,854105,4,9.3148,3,0,0,0,0,1,0
